input_ids,attention_mask,token_type_ids
"[ 101 2065 1060 1027 1019 1024 6140 1006 1005 1060 2003 1019 1005 1007
 1001 7099 8909 1024 6070 2629  102 2065 1060 1027 1027 1019 1024 6140
 1006 1005 1060 2003 1019 1005 1007 1001 7099 8909 1024 6070 2629  102
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005 1037 2003 3618
 1005 1007 2842 6140 1006 1005 1038 2003 3618 1005 1007 1001 7099 8909
 1024 6070 2575  102 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005
 1037 2003 3618 1005 1007 2842 1024 6140 1006 1005 1038 2003 3618 1005
 1007 1001 7099 8909 1024 6070 2575  102    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1060 1027 1019 1024 6140 1006 1005 1060 2003 1019 1005 1007
 1001 7099 8909 1024 6070 2581  102 2065 1060 1027 1027 1019 1024 6140
 1006 1005 1060 2003 1019 1005 1007 1001 7099 8909 1024 6070 2581  102
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5387  4818  1006  1050  1007  1024  2065  1050  1027  1027
  1015  2709  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050
  1011  1015  1007  1001  7099  8909  1024  6070  2620   102 13366  5387
  4818  1006  1050  1007  1024  2065  1050  1027  1027  1015  1024  2709
  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050  1011  1015
  1007  1001  7099  8909  1024  6070  2620   102     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 6070 2683  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 6070 2683  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 1060 1027 1031 1015 1010 1016 1010 1017 1033 6140 1060 1001 7099
 8909 1024 6486 2692  102 1060 1027 1031 1015 1010 1016 1010 1017 1033
 6140 1006 1060 1007 1001 7099 8909 1024 6486 2692  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 1060 1027 1031 1015 1010 1016 1010 1017 1033 6140 1060 1001 7099
 8909 1024 6486 2487  102 1060 1027 1031 1015 1010 1016 1010 1017 1033
 6140 1006 1060 1007 1001 7099 8909 1024 6486 2487  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5387  4818  1006  1050  1007  1024  2065  1050  1027  1027
  1015  2709  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050
  1011  1015  1007  1001  7099  8909  1024  6486  2475   102 13366  5387
  4818  1006  1050  1007  1024  2065  1050  1027  1027  1015  1024  2709
  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050  1011  1015
  1007  1001  7099  8909  1024  6486  2475   102     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005 1037 2003 3618
 1005 1007 2842 6140 1006 1005 1038 2003 3618 1005 1007 1001 7099 8909
 1024 6486 2509  102 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005
 1037 2003 3618 1005 1007 2842 1024 6140 1006 1005 1038 2003 3618 1005
 1007 1001 7099 8909 1024 6486 2509  102    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 6486 2549  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 6486 2549  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005 1037 2003 3618
 1005 1007 2842 6140 1006 1005 1038 2003 3618 1005 1007 1001 7099 8909
 1024 6486 2629  102 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005
 1037 2003 3618 1005 1007 2842 1024 6140 1006 1005 1038 2003 3618 1005
 1007 1001 7099 8909 1024 6486 2629  102    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5387  4818  1006  1050  1007  1024  2065  1050  1027  1027
  1015  2709  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050
  1011  1015  1007  1001  7099  8909  1024  6486  2575   102 13366  5387
  4818  1006  1050  1007  1024  2065  1050  1027  1027  1015  1024  2709
  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050  1011  1015
  1007  1001  7099  8909  1024  6486  2575   102     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 6486 2581  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 6486 2581  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2096 2995 2079 1035 2242 1006 1007 1001 7099 8909 1024 6486 2620
  102 2096 2995 1024 2079 1035 2242 1006 1007 1001 7099 8909 1024 6486
 2620  102    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005 1037 2003 3618
 1005 1007 2842 6140 1006 1005 1038 2003 3618 1005 1007 1001 7099 8909
 1024 6486 2683  102 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005
 1037 2003 3618 1005 1007 2842 1024 6140 1006 1005 1038 2003 3618 1005
 1007 1001 7099 8909 1024 6486 2683  102    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5587  1006  1037  1010  1038  1007  2709  1037  1009  1038
  1001  7099  8909  1024  7706   102 13366  5587  1006  1037  1010  1038
  1007  1024  2709  1037  1009  1038  1001  7099  8909  1024  7706   102
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366 17021  1006  2171  1007  1024  6140  1006  1005  7592  1010
  1005  1009  2171  1007  1001  7099  8909  1024  3938  2487   102 13366
 17021  1006  2171  1007  1024  6140  1006  1005  7592  1010  1005  1009
  2171  1007  1001  7099  8909  1024  3938  2487   102     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366 29379  1006  1007  6140  1006  1005  4394 16844  1999  3853
  6210  1005  1007  1001  7099  8909  1024  3938  2475   102 13366 29379
  1006  1007  1024  6140  1006  1005  4964  4394 16844  1999  3853  6210
  1005  1007  1001  7099  8909  1024  3938  2475   102     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2862 1027 1031 1015 1010 1016 1010 1017 1010 1018 1033 2005 1045
 1999 2862 6140 1006 1045 1007 1001 7099 8909 1024 3938 2509  102 1048
 3367 1027 1031 1015 1010 1016 1010 1017 1010 1018 1033 2005 1045 1999
 1048 3367 1024 6140 1006 1045 1007 1001 7099 8909 1024 3938 2509  102
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005 1037 2003 3618
 1005 1007 2842 6140 1006 1005 1038 2003 3618 1005 1007 1001 7099 8909
 1024 3938 2549  102 2065 1006 1037 1028 1038 1007 1024 6140 1006 1005
 1037 2003 3618 1005 1007 2842 1024 6140 1006 1005 1038 2003 3618 1005
 1007 1001 7099 8909 1024 3938 2549  102    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5387  4818  1006  1050  1007  1024  2065  1050  1027  1027
  1015  2709  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050
  1011  1015  1007  1001  7099  8909  1024  3938  2629   102 13366  5387
  4818  1006  1050  1007  1024  2065  1050  1027  1027  1015  1024  2709
  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050  1011  1015
  1007  1001  7099  8909  1024  3938  2629   102     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 3938 2575  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 3938 2575  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 3938 2581  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 3938 2581  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[  101 13366  5387  4818  1006  1050  1007  1024  2065  1050  1027  1027
  1015  2709  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050
  1011  1015  1007  1001  7099  8909  1024  3938  2620   102 13366  5387
  4818  1006  1050  1007  1024  2065  1050  1027  1027  1015  1024  2709
  1015  2842  1024  2709  1050  1008  5387  4818  1006  1050  1011  1015
  1007  1001  7099  8909  1024  3938  2620   102     0     0     0     0
     0     0     0     0     0     0     0     0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[ 101 2005 1045 1999 2846 1006 2184 1007 1024 6140 1006 1045 1007 1001
 7099 8909 1024 3938 2683  102 2005 1045 1999 2846 1006 2184 1007 1024
 6140 1006 1045 1007 1001 7099 8909 1024 3938 2683  102    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
